Matrix_Size,N_Threads,Thread,Time
1200,20,18,484843
1200,20,19,484917
1200,20,0,477968
1200,20,1,478044
1200,20,2,478019
1200,20,3,478015
1200,20,4,478048
1200,20,5,478045
1200,20,6,478046
1200,20,7,478107
1200,20,8,477941
1200,20,9,477945
1200,20,10,478024
1200,20,11,477928
1200,20,12,477948
1200,20,13,477965
1200,20,14,478019
1200,20,15,478006
1200,20,16,477946
1200,20,17,478019
1200,20,18,477928
1200,20,19,477933
1200,20,0,474899
1200,20,1,474947
1200,20,2,474943
1200,20,3,474942
1200,20,4,474973
1200,20,5,474981
1200,20,6,474974
1200,20,7,475015
1200,20,8,474865
1200,20,9,474954
1200,20,10,474950
1200,20,11,474869
1200,20,12,474873
1200,20,13,474952
1200,20,14,474955
1200,20,15,474947
1200,20,16,474870
1200,20,17,474861
1200,20,18,474858
1200,20,19,474944
1200,20,0,481262
1200,20,1,481326
1200,20,2,481336
1200,20,3,481333
1200,20,4,481324
1200,20,5,481344
1200,20,6,481326
1200,20,7,481392
1200,20,8,481247
1200,20,9,481337
1200,20,10,481336
1200,20,11,481305
1200,20,12,481245
1200,20,13,481331
1200,20,14,481337
1200,20,15,481241
1200,20,16,481253
1200,20,17,481336
1200,20,18,481345
1200,20,19,481260
1200,20,0,491813
1200,20,1,491884
1200,20,2,491891
1200,20,3,491880
1200,20,4,491803
1200,20,5,491886
1200,20,6,491860
1200,20,7,491791
1200,20,8,491807
1200,20,9,499817
1200,20,10,491884
1200,20,11,491879
1200,20,12,491799
1200,20,13,491888
1200,20,14,491878
1200,20,15,491796
1200,20,16,491798
1200,20,17,491796
1200,20,18,491881
1200,20,19,491872
1200,20,0,478524
1200,20,1,478563
1200,20,2,478575
1200,20,3,478583
1200,20,4,478580
1200,20,5,478587
1200,20,6,478586
1200,20,7,478651
1200,20,8,478469
1200,20,9,478476
1200,20,10,478468
1200,20,11,478555
1200,20,12,478509
1200,20,13,478501
1200,20,14,478577
1200,20,15,478580
1200,20,16,478477
1200,20,17,478476
1200,20,18,478473
1200,20,19,478569
1200,20,0,485808
1200,20,1,485884
1200,20,2,485872
1200,20,3,485870
1200,20,4,485877
1200,20,5,485899
1200,20,6,485886
1200,20,7,485940
1200,20,8,485791
1200,20,9,485867
1200,20,10,485862
1200,20,11,485768
1200,20,12,485784
1200,20,13,485863
1200,20,14,485872
1200,20,15,485875
1200,20,16,485774
1200,20,17,485775
1200,20,18,485780
1200,20,19,485867
1200,20,0,492591
1200,20,1,492656
1200,20,2,492656
1200,20,3,492656
1200,20,4,492668
1200,20,5,492732
1200,20,6,492736
1200,20,7,492730
1200,20,8,492677
1200,20,9,492688
1200,20,10,492726
1200,20,11,492744
1200,20,12,492580
1200,20,13,492583
1200,20,14,492651
1200,20,15,492665
1200,20,16,492571
1200,20,17,492645
1200,20,18,492582
1200,20,19,492576
1200,20,0,481230
1200,20,1,481286
1200,20,2,481293
1200,20,3,481300
1200,20,4,481320
1200,20,5,481332
1200,20,6,481372
1200,20,7,481370
1200,20,8,481208
1200,20,9,481291
1200,20,10,481275
1200,20,11,481215
1200,20,12,481216
1200,20,13,481284
1200,20,14,481296
1200,20,15,481299
1200,20,16,481210
1200,20,17,481207
1200,20,18,481225
1200,20,19,481208
1200,20,0,484845
1200,20,1,484940
1200,20,2,484929
1200,20,3,484932
1200,20,4,484936
1200,20,5,484938
1200,20,6,484928
1200,20,7,484984
1200,20,8,484834
1200,20,9,484845
1200,20,10,484911
1200,20,11,484915
1200,20,12,484843
1200,20,13,484916
1200,20,14,484919
1200,20,15,484840
1200,20,16,484841
1200,20,17,484926
1200,20,18,484824
1200,20,19,484822
1200,20,0,490722
1200,20,1,490725
1200,20,2,490722
1200,20,3,490714
1200,20,4,490740
1200,20,5,490741
1200,20,6,490736
1200,20,7,490732
1200,20,8,490712
1200,20,9,490720
1200,20,10,490711
1200,20,11,490723
1200,20,12,490706
1200,20,13,490715
1200,20,14,490705
1200,20,15,490721
1200,20,16,490720
1200,20,17,490709
1200,20,18,490701
1200,20,19,490704
1200,20,0,482216
1200,20,1,482285
1200,20,2,482281
1200,20,3,482287
1200,20,4,482304
1200,20,5,482313
1200,20,6,482314
1200,20,7,482365
1200,20,8,482311
1200,20,9,482367
1200,20,10,482359
1200,20,11,482363
1200,20,12,482208
1200,20,13,482197
1200,20,14,482284
1200,20,15,482279
1200,20,16,482211
1200,20,17,482291
1200,20,18,482259
1200,20,19,482193
1200,20,0,487033
1200,20,1,487032
1200,20,2,487106
1200,20,3,487082
1200,20,4,487087
1200,20,5,487108
1200,20,6,487167
1200,20,7,487092
1200,20,8,487093
1200,20,9,487162
1200,20,10,487162
1200,20,11,487160
1200,20,12,487006
1200,20,13,487011
1200,20,14,487072
1200,20,15,487078
1200,20,16,486996
1200,20,17,486996
1200,20,18,487075
1200,20,19,487000
1200,20,0,477084
1200,20,1,477144
1200,20,2,477144
1200,20,3,477150
1200,20,4,477173
1200,20,5,477216
1200,20,6,477178
1200,20,7,477216
1200,20,8,477142
1200,20,9,477213
1200,20,10,477211
1200,20,11,477220
1200,20,12,477072
1200,20,13,477144
1200,20,14,477067
1200,20,15,477135
1200,20,16,477064
1200,20,17,477069
1200,20,18,477146
1200,20,19,477135
1300,2,0,1744411
1300,2,1,1744411
1300,2,0,1688176
1300,2,1,1688175
1300,2,0,1872838
1300,2,1,1872837
1300,2,0,1837082
1300,2,1,1837081
1300,2,0,1822504
1300,2,1,1822503
1300,2,0,1838718
1300,2,1,1838717
1300,2,0,1629732
1300,2,1,1629731
1300,2,0,1932380
1300,2,1,1932382
1300,2,0,2027369
1300,2,1,2027367
1300,2,0,1911936
1300,2,1,1911934
1300,2,0,1825395
1300,2,1,1825394
1300,2,0,1859870
1300,2,1,1859869
1300,2,0,2114579
1300,2,1,2114577
1300,2,0,1965661
1300,2,1,1965660
1300,2,0,1884520
1300,2,1,1884518
1300,2,0,1997541
1300,2,1,1997540
1300,2,0,1867372
1300,2,1,1867370
1300,2,0,1684863
1300,2,1,1684861
1300,2,0,1989803
1300,2,1,1989801
1300,2,0,1691212
1300,2,1,1691211
1300,2,0,2130224
1300,2,1,2130224
1300,2,0,1813711
1300,2,1,1813709
1300,2,0,1985029
1300,2,1,1985028
1300,2,0,2098528
1300,2,1,2098527
1300,2,0,2114281
1300,2,1,2114281
1300,2,0,1979771
1300,2,1,1979769
1300,2,0,2023400
1300,2,1,2023398
1300,2,0,1918207
1300,2,1,1918205
1300,2,0,2017723
1300,2,1,2017722
1300,2,0,1682614
1300,2,1,1682613
1300,4,0,899220
1300,4,1,899217
1300,4,2,899218
1300,4,3,899219
1300,4,0,919620
1300,4,1,919618
1300,4,2,919618
1300,4,3,919619
1300,4,0,1054550
1300,4,1,1054545
1300,4,2,1054546
1300,4,3,1054548
1300,4,0,920837
1300,4,1,920835
1300,4,2,920832
1300,4,3,920834
1300,4,0,1117444
1300,4,1,1117441
1300,4,2,1117442
1300,4,3,1117443
1300,4,0,923283
1300,4,1,923281
1300,4,2,923281
1300,4,3,923280
1300,4,0,924861
1300,4,1,924861
1300,4,2,924861
1300,4,3,924863
1300,4,0,1058690
1300,4,1,1058688
1300,4,2,1058688
1300,4,3,1058690
1300,4,0,912979
1300,4,1,912976
1300,4,2,912976
1300,4,3,912977
1300,4,0,992300
1300,4,1,992300
1300,4,2,992301
1300,4,3,992303
1300,4,0,1082474
1300,4,1,1082472
1300,4,2,1082471
1300,4,3,1082472
1300,4,0,997743
1300,4,1,997740
1300,4,2,997739
1300,4,3,997741
1300,4,0,942766
1300,4,1,942763
1300,4,2,942764
1300,4,3,942764
1300,4,0,1027491
1300,4,1,1027492
1300,4,2,1027490
1300,4,3,1027489
1300,4,0,1028986
1300,4,1,1028983
1300,4,2,1028984
1300,4,3,1028984
1300,4,0,983037
1300,4,1,983034
1300,4,2,983034
1300,4,3,983035
1300,4,0,1068290
1300,4,1,1068287
1300,4,2,1068288
1300,4,3,1068289
1300,4,0,988227
1300,4,1,988225
1300,4,2,988226
1300,4,3,988226
1300,4,0,833698
1300,4,1,833696
1300,4,2,833697
1300,4,3,833695
1300,4,0,934980
1300,4,1,934977
1300,4,2,934977
1300,4,3,934978
1300,4,0,967344
1300,4,1,967342
1300,4,2,967342
1300,4,3,967343
1300,4,0,921691
1300,4,1,921692
1300,4,2,921692
1300,4,3,921695
1300,4,0,1052857
1300,4,1,1052855
1300,4,2,1052855
1300,4,3,1052855
1300,4,0,927133
1300,4,1,927132
1300,4,2,927132
1300,4,3,927131
1300,4,0,960467
1300,4,1,960465
1300,4,2,960467
1300,4,3,960466
1300,4,0,1077730
1300,4,1,1077731
1300,4,2,1077729
1300,4,3,1077731
1300,4,0,1070463
1300,4,1,1070462
1300,4,2,1070464
1300,4,3,1070462
1300,4,0,962980
1300,4,1,962978
1300,4,2,962979
1300,4,3,962977
1300,4,0,1075253
1300,4,1,1075249
1300,4,2,1075247
1300,4,3,1075250
1300,4,0,938881
1300,4,1,938878
1300,4,2,938877
1300,4,3,938879
1300,6,0,623097
1300,6,1,623093
1300,6,2,623093
1300,6,3,623095
1300,6,4,623094
1300,6,5,623092
1300,6,0,633806
1300,6,1,633803
1300,6,2,633802
1300,6,3,633801
1300,6,4,633802
1300,6,5,633804
1300,6,0,745039
1300,6,1,745036
1300,6,2,745034
1300,6,3,745033
1300,6,4,745034
1300,6,5,745035
1300,6,0,725786
1300,6,1,725783
1300,6,2,725785
1300,6,3,725783
1300,6,4,725785
1300,6,5,725784
1300,6,0,613683
1300,6,1,613678
1300,6,2,613677
1300,6,3,613678
1300,6,4,613679
1300,6,5,613680
1300,6,0,664793
1300,6,1,664789
1300,6,2,664791
1300,6,3,664789
1300,6,4,664788
1300,6,5,664789
1300,6,0,681013
1300,6,1,681015
1300,6,2,681019
1300,6,3,681015
1300,6,4,681016
1300,6,5,681014
1300,6,0,592240
1300,6,1,592237
1300,6,2,592234
1300,6,3,592235
1300,6,4,592235
1300,6,5,592237
1300,6,0,696146
1300,6,1,696146
1300,6,2,696146
1300,6,3,696143
1300,6,4,696148
1300,6,5,696145
1300,6,0,639388
1300,6,1,639385
1300,6,2,639384
1300,6,3,639383
1300,6,4,639384
1300,6,5,639383
1300,6,0,685569
1300,6,1,685568
1300,6,2,685570
1300,6,3,685571
1300,6,4,685570
1300,6,5,685572
1300,6,0,732116
1300,6,1,732112
1300,6,2,732113
1300,6,3,732110
1300,6,4,732111
1300,6,5,732112
1300,6,0,549547
1300,6,1,549546
1300,6,2,549550
1300,6,3,549548
1300,6,4,549545
1300,6,5,549546
1300,6,0,644721
1300,6,1,644721
1300,6,2,644720
1300,6,3,644719
1300,6,4,644721
1300,6,5,644720
1300,6,0,620582
1300,6,1,620581
1300,6,2,620580
1300,6,3,620578
1300,6,4,620580
1300,6,5,620579
1300,6,0,670941
1300,6,1,670936
1300,6,2,670938
1300,6,3,670937
1300,6,4,670938
1300,6,5,670937
1300,6,0,585293
1300,6,1,585288
1300,6,2,585288
1300,6,3,585290
1300,6,4,585289
1300,6,5,585290
1300,6,0,655221
1300,6,1,655216
1300,6,2,655219
1300,6,3,655217
1300,6,4,655219
1300,6,5,655218
1300,6,0,710345
1300,6,1,710340
1300,6,2,710343
1300,6,3,710342
1300,6,4,710342
1300,6,5,710341
1300,6,0,715927
1300,6,1,715923
1300,6,2,715922
1300,6,3,715923
1300,6,4,715924
1300,6,5,715922
1300,6,0,544980
1300,6,1,544979
1300,6,2,544980
1300,6,3,544983
1300,6,4,544979
1300,6,5,544978
1300,6,0,636543
1300,6,1,636539
1300,6,2,636537
1300,6,3,636538
1300,6,4,636539
1300,6,5,636538
1300,6,0,610492
1300,6,1,610489
1300,6,2,610489
1300,6,3,610488
1300,6,4,610487
1300,6,5,610490
1300,6,0,668841
1300,6,1,668836
1300,6,2,668838
1300,6,3,668839
1300,6,4,668838
1300,6,5,668838
1300,6,0,726765
1300,6,1,726760
1300,6,2,726762
1300,6,3,726761
1300,6,4,726761
1300,6,5,726760
1300,6,0,643907
1300,6,1,643909
1300,6,2,643908
1300,6,3,643910
1300,6,4,643907
1300,6,5,643908
1300,6,0,641454
1300,6,1,641454
1300,6,2,641455
1300,6,3,641458
1300,6,4,641456
1300,6,5,641453
1300,6,0,596670
1300,6,1,596668
1300,6,2,596666
1300,6,3,596665
1300,6,4,596665
1300,6,5,596667
1300,6,0,644670
1300,6,1,644670
1300,6,2,644668
1300,6,3,644669
1300,6,4,644668
1300,6,5,644673
1300,6,0,600585
1300,6,1,600587
1300,6,2,600589
1300,6,3,600585
1300,6,4,600586
1300,6,5,600587
1300,8,0,410166
1300,8,1,410163
1300,8,2,410163
1300,8,3,410162
1300,8,4,410164
1300,8,5,410163
1300,8,6,410162
1300,8,7,410165
1300,8,0,470273
1300,8,1,470274
1300,8,2,470273
1300,8,3,470276
1300,8,4,470274
1300,8,5,470272
1300,8,6,470278
1300,8,7,470271
1300,8,0,466060
1300,8,1,466054
1300,8,2,466051
1300,8,3,466054
1300,8,4,466053
1300,8,5,466056
1300,8,6,466055
1300,8,7,466057
1300,8,0,465678
1300,8,1,465675
1300,8,2,465672
1300,8,3,465672
1300,8,4,465670
1300,8,5,465674
1300,8,6,465671
1300,8,7,465673
1300,8,0,470255
1300,8,1,470249
1300,8,2,470250
1300,8,3,470248
1300,8,4,470251
1300,8,5,470253
1300,8,6,470252
1300,8,7,470249
1300,8,0,464047
1300,8,1,464043
1300,8,2,464045
1300,8,3,464044
1300,8,4,464043
1300,8,5,464046
1300,8,6,464044
1300,8,7,464047
1300,8,0,493314
1300,8,1,493314
1300,8,2,493312
1300,8,3,493318
1300,8,4,493313
1300,8,5,493317
1300,8,6,493315
1300,8,7,493311
1300,8,0,462335
1300,8,1,462333
1300,8,2,462333
1300,8,3,462332
1300,8,4,462336
1300,8,5,462334
1300,8,6,462332
1300,8,7,462338
1300,8,0,478731
1300,8,1,478726
1300,8,2,478725
1300,8,3,478724
1300,8,4,478727
1300,8,5,478732
1300,8,6,478727
1300,8,7,478725
1300,8,0,575855
1300,8,1,575851
1300,8,2,575851
1300,8,3,575849
1300,8,4,575848
1300,8,5,575851
1300,8,6,575850
1300,8,7,575852
1300,8,0,498414
1300,8,1,498409
1300,8,2,498408
1300,8,3,498413
1300,8,4,498412
1300,8,5,498410
1300,8,6,498411
1300,8,7,498413
1300,8,0,577091
1300,8,1,577089
1300,8,2,577089
1300,8,3,577088
1300,8,4,577092
1300,8,5,577091
1300,8,6,577090
1300,8,7,577089
1300,8,0,488595
1300,8,1,488597
1300,8,2,488599
1300,8,3,488597
1300,8,4,488602
1300,8,5,488599
1300,8,6,488595
1300,8,7,488596
1300,8,0,481627
1300,8,1,481624
1300,8,2,481625
1300,8,3,481622
1300,8,4,481623
1300,8,5,481620
1300,8,6,481621
1300,8,7,481622
1300,8,0,503150
1300,8,1,503150
1300,8,2,503149
1300,8,3,503152
1300,8,4,503150
1300,8,5,503153
1300,8,6,503152
1300,8,7,503157
1300,8,0,480388
1300,8,1,480385
1300,8,2,480382
1300,8,3,480382
1300,8,4,480383
1300,8,5,480386
1300,8,6,480384
1300,8,7,480384
1300,8,0,490018
1300,8,1,490016
1300,8,2,490016
1300,8,3,490013
1300,8,4,490014
1300,8,5,490015
1300,8,6,490017
1300,8,7,490014
1300,8,0,513656
1300,8,1,513659
1300,8,2,513662
1300,8,3,513657
1300,8,4,513661
1300,8,5,513658
1300,8,6,513660
1300,8,7,513665
1300,8,0,480807
1300,8,1,480810
1300,8,2,480815
1300,8,3,480810
1300,8,4,480808
1300,8,5,480809
1300,8,6,480812
1300,8,7,480809
1300,8,0,503973
1300,8,1,503970
1300,8,2,503970
1300,8,3,503969
1300,8,4,503967
1300,8,5,503969
1300,8,6,503970
1300,8,7,503968
1300,8,0,575135
1300,8,1,575130
1300,8,2,575130
1300,8,3,575133
1300,8,4,575131
1300,8,5,575133
1300,8,6,575132
1300,8,7,575133
1300,8,0,520153
1300,8,1,520147
1300,8,2,520148
1300,8,3,520147
1300,8,4,520146
1300,8,5,520149
1300,8,6,520145
1300,8,7,520150
1300,8,0,484407
1300,8,1,484399
1300,8,2,484404
1300,8,3,484401
1300,8,4,484401
1300,8,5,484402
1300,8,6,484400
1300,8,7,484404
1300,8,0,464056
1300,8,1,464050
1300,8,2,464051
1300,8,3,464052
1300,8,4,464049
1300,8,5,464050
1300,8,6,464048
1300,8,7,464052
1300,8,0,547489
1300,8,1,547494
1300,8,2,547490
1300,8,3,547488
1300,8,4,547491
1300,8,5,547488
1300,8,6,547488
1300,8,7,547491
1300,8,0,447709
1300,8,1,447707
1300,8,2,447707
1300,8,3,447707
1300,8,4,447702
1300,8,5,447705
1300,8,6,447703
1300,8,7,447705
1300,8,0,413485
1300,8,1,413477
1300,8,2,413481
1300,8,3,413480
1300,8,4,413479
1300,8,5,413480
1300,8,6,413478
1300,8,7,413478
1300,8,0,557732
1300,8,1,557727
1300,8,2,557729
1300,8,3,557730
1300,8,4,557728
1300,8,5,557731
1300,8,6,557729
1300,8,7,557727
1300,8,0,527297
1300,8,1,527293
1300,8,2,527294
1300,8,3,527291
1300,8,4,527290
1300,8,5,527295
1300,8,6,527292
1300,8,7,527292
1300,8,0,499560
1300,8,1,499554
1300,8,2,499556
1300,8,3,499552
1300,8,4,499554
1300,8,5,499553
1300,8,6,499556
1300,8,7,499555
1300,10,0,457649
1300,10,1,457648
1300,10,2,457652
1300,10,3,457650
1300,10,4,457653
1300,10,5,457652
1300,10,6,457646
1300,10,7,457651
1300,10,8,457654
1300,10,9,457657
1300,10,0,381295
1300,10,1,381287
1300,10,2,381290
1300,10,3,381288
1300,10,4,381287
1300,10,5,381286
1300,10,6,381290
1300,10,7,381291
1300,10,8,381287
1300,10,9,381292
1300,10,0,412769
1300,10,1,412760
1300,10,2,412766
1300,10,3,412762
1300,10,4,412763
1300,10,5,412765
1300,10,6,412762
1300,10,7,412764
1300,10,8,412763
1300,10,9,412767
1300,10,0,386022
1300,10,1,386014
1300,10,2,386016
1300,10,3,386017
1300,10,4,386019
1300,10,5,386020
1300,10,6,386016
1300,10,7,386013
1300,10,8,386015
1300,10,9,386019
1300,10,0,355663
1300,10,1,355658
1300,10,2,355660
1300,10,3,355658
1300,10,4,355659
1300,10,5,355660
1300,10,6,355656
1300,10,7,355657
1300,10,8,355662
1300,10,9,355656
1300,10,0,401444
1300,10,1,401438
1300,10,2,401438
1300,10,3,401441
1300,10,4,401438
1300,10,5,401436
1300,10,6,401441
1300,10,7,401437
1300,10,8,401434
1300,10,9,401440
1300,10,0,410297
1300,10,1,410290
1300,10,2,410290
1300,10,3,410288
1300,10,4,410292
1300,10,5,410291
1300,10,6,410289
1300,10,7,410287
1300,10,8,410287
1300,10,9,410293
1300,10,0,385369
1300,10,1,385365
1300,10,2,385366
1300,10,3,385360
1300,10,4,385363
1300,10,5,385361
1300,10,6,385367
1300,10,7,385363
1300,10,8,385364
1300,10,9,385362
1300,10,0,386190
1300,10,1,386179
1300,10,2,386181
1300,10,3,386186
1300,10,4,386181
1300,10,5,386181
1300,10,6,386185
1300,10,7,386183
1300,10,8,386185
1300,10,9,386182
1300,10,0,366924
1300,10,1,366922
1300,10,2,366924
1300,10,3,366921
1300,10,4,366921
1300,10,5,366926
1300,10,6,366920
1300,10,7,366922
1300,10,8,366923
1300,10,9,366928
1300,10,0,363107
1300,10,1,363102
1300,10,2,363112
1300,10,3,363105
1300,10,4,363102
1300,10,5,363108
1300,10,6,363107
1300,10,7,363105
1300,10,8,363106
1300,10,9,363104
1300,10,0,395322
1300,10,1,395311
1300,10,2,395319
1300,10,3,395316
1300,10,4,395316
1300,10,5,395317
1300,10,6,395314
1300,10,7,395315
1300,10,8,395313
1300,10,9,395312
1300,10,0,378597
1300,10,1,378600
1300,10,2,378601
1300,10,3,378602
1300,10,4,378600
1300,10,5,378599
1300,10,6,378596
1300,10,7,378595
1300,10,8,378598
1300,10,9,378606
1300,10,0,407512
1300,10,1,407504
1300,10,2,407509
1300,10,3,407502
1300,10,4,407507
1300,10,5,407506
1300,10,6,407509
1300,10,7,407508
1300,10,8,407505
1300,10,9,407505
1300,10,0,389323
1300,10,1,389319
1300,10,2,389316
1300,10,3,389316
1300,10,4,389321
1300,10,5,389317
1300,10,6,389318
1300,10,7,389317
1300,10,8,389315
1300,10,9,389320
1300,10,0,385482
1300,10,1,385476
1300,10,2,385477
1300,10,3,385479
1300,10,4,385476
1300,10,5,385480
1300,10,6,385475
1300,10,7,385476
1300,10,8,385479
1300,10,9,385478
1300,10,0,373542
1300,10,1,373540
1300,10,2,373535
1300,10,3,373537
1300,10,4,373535
1300,10,5,373536
1300,10,6,373533
1300,10,7,373538
1300,10,8,373539
1300,10,9,373534
1300,10,0,387562
1300,10,1,387554
1300,10,2,387557
1300,10,3,387557
1300,10,4,387558
1300,10,5,387559
1300,10,6,387555
1300,10,7,387561
1300,10,8,387556
1300,10,9,387554
1300,10,0,369085
1300,10,1,369087
1300,10,2,369088
1300,10,3,369089
1300,10,4,369090
1300,10,5,369086
1300,10,6,369085
1300,10,7,369088
1300,10,8,369091
1300,10,9,369095
1300,10,0,404577
1300,10,1,404570
1300,10,2,404573
1300,10,3,404569
1300,10,4,404572
1300,10,5,404572
1300,10,6,404568
1300,10,7,404569
1300,10,8,404574
1300,10,9,404571
1300,10,0,411612
1300,10,1,411608
1300,10,2,411607
1300,10,3,411609
1300,10,4,411606
1300,10,5,411606
1300,10,6,411605
1300,10,7,411603
1300,10,8,411604
1300,10,9,411603
1300,10,0,406992
1300,10,1,406987
1300,10,2,406989
1300,10,3,406987
1300,10,4,406992
1300,10,5,406994
1300,10,6,406991
1300,10,7,406991
1300,10,8,406988
1300,10,9,406998
1300,10,0,356914
1300,10,1,356909
1300,10,2,356912
1300,10,3,356909
1300,10,4,356912
1300,10,5,356909
1300,10,6,356910
1300,10,7,356911
1300,10,8,356914
1300,10,9,356918
1300,10,0,415433
1300,10,1,415425
1300,10,2,415430
1300,10,3,415426
1300,10,4,415427
1300,10,5,415429
1300,10,6,415423
1300,10,7,415424
1300,10,8,415426
1300,10,9,415424
1300,10,0,374373
1300,10,1,374369
1300,10,2,374363
1300,10,3,374365
1300,10,4,374367
1300,10,5,374365
1300,10,6,374362
1300,10,7,374364
1300,10,8,374366
1300,10,9,374368
1300,10,0,325262
1300,10,1,325257
1300,10,2,325257
1300,10,3,325261
1300,10,4,325256
1300,10,5,325259
1300,10,6,325260
1300,10,7,325259
1300,10,8,325266
1300,10,9,325256
1300,10,0,416328
1300,10,1,416338
1300,10,2,416333
1300,10,3,416332
1300,10,4,416333
1300,10,5,416329
1300,10,6,416332
1300,10,7,416337
1300,10,8,416330
1300,10,9,416331
1300,10,0,374646
1300,10,1,374640
1300,10,2,374648
1300,10,3,374641
1300,10,4,374639
1300,10,5,374642
1300,10,6,374643
1300,10,7,374644
1300,10,8,374641
1300,10,9,374643
1300,10,0,406039
1300,10,1,406031
1300,10,2,406032
1300,10,3,406035
1300,10,4,406029
1300,10,5,406030
1300,10,6,406034
1300,10,7,406032
1300,10,8,406034
1300,10,9,406033
1300,10,0,361132
1300,10,1,361125
1300,10,2,361124
1300,10,3,361127
1300,10,4,361124
1300,10,5,361129
1300,10,6,361127
1300,10,7,361126
1300,10,8,361128
1300,10,9,361126
1300,12,0,315411
1300,12,1,315413
1300,12,2,315419
1300,12,3,315414
1300,12,4,315416
1300,12,5,315416
1300,12,6,315412
1300,12,7,315417
1300,12,8,315411
1300,12,9,315413
1300,12,10,315415
1300,12,11,315424
1300,12,0,366377
1300,12,1,366375
1300,12,2,366388
1300,12,3,366384
1300,12,4,366379
1300,12,5,366377
1300,12,6,366377
1300,12,7,366373
1300,12,8,366382
1300,12,9,366381
1300,12,10,366380
1300,12,11,366375
1300,12,0,281241
1300,12,1,281243
1300,12,2,281236
1300,12,3,281241
1300,12,4,281241
1300,12,5,281240
1300,12,6,281244
1300,12,7,281236
1300,12,8,281238
1300,12,9,281235
1300,12,10,281239
1300,12,11,281238
1300,12,0,316005
1300,12,1,316003
1300,12,2,316004
1300,12,3,316006
1300,12,4,316002
1300,12,5,316007
1300,12,6,316002
1300,12,7,316008
1300,12,8,316008
1300,12,9,316005
1300,12,10,316004
1300,12,11,316010
1300,12,0,325412
1300,12,1,325407
1300,12,2,325406
1300,12,3,325404
1300,12,4,325404
1300,12,5,325409
1300,12,6,325404
1300,12,7,325400
1300,12,8,325407
1300,12,9,325401
1300,12,10,325402
1300,12,11,325403
1300,12,0,278438
1300,12,1,278435
1300,12,2,278446
1300,12,3,278440
1300,12,4,278438
1300,12,5,278436
1300,12,6,278437
1300,12,7,278443
1300,12,8,278433
1300,12,9,278437
1300,12,10,278441
1300,12,11,278440
1300,12,0,323358
1300,12,1,323350
1300,12,2,323354
1300,12,3,323353
1300,12,4,323355
1300,12,5,323351
1300,12,6,323356
1300,12,7,323353
1300,12,8,323356
1300,12,9,323364
1300,12,10,323352
1300,12,11,323358
1300,12,0,344462
1300,12,1,344462
1300,12,2,344471
1300,12,3,344467
1300,12,4,344464
1300,12,5,344461
1300,12,6,344466
1300,12,7,344459
1300,12,8,344468
1300,12,9,344463
1300,12,10,344460
1300,12,11,344464
1300,12,0,277107
1300,12,1,277106
1300,12,2,277106
1300,12,3,277109
1300,12,4,277104
1300,12,5,277108
1300,12,6,277103
1300,12,7,277111
1300,12,8,277109
1300,12,9,277110
1300,12,10,277104
1300,12,11,277116
1300,12,0,351878
1300,12,1,351882
1300,12,2,351885
1300,12,3,351890
1300,12,4,351883
1300,12,5,351881
1300,12,6,351883
1300,12,7,351880
1300,12,8,351879
1300,12,9,351882
1300,12,10,351878
1300,12,11,351885
1300,12,0,311192
1300,12,1,311193
1300,12,2,311196
1300,12,3,311198
1300,12,4,311196
1300,12,5,311192
1300,12,6,311192
1300,12,7,311194
1300,12,8,311191
1300,12,9,311195
1300,12,10,311198
1300,12,11,311204
1300,12,0,309859
1300,12,1,309857
1300,12,2,309855
1300,12,3,309854
1300,12,4,309859
1300,12,5,309863
1300,12,6,309860
1300,12,7,309866
1300,12,8,309864
1300,12,9,309856
1300,12,10,309858
1300,12,11,309867
1300,12,0,303447
1300,12,1,303441
1300,12,2,303437
1300,12,3,303435
1300,12,4,303437
1300,12,5,303444
1300,12,6,303441
1300,12,7,303439
1300,12,8,303440
1300,12,9,303442
1300,12,10,303438
1300,12,11,303436
1300,12,0,302342
1300,12,1,302329
1300,12,2,302336
1300,12,3,302328
1300,12,4,302328
1300,12,5,302333
1300,12,6,302334
1300,12,7,302331
1300,12,8,302335
1300,12,9,302329
1300,12,10,302332
1300,12,11,302331
1300,12,0,352337
1300,12,1,352329
1300,12,2,352327
1300,12,3,352329
1300,12,4,352326
1300,12,5,352329
1300,12,6,352332
1300,12,7,352332
1300,12,8,352325
1300,12,9,352326
1300,12,10,352325
1300,12,11,352328
1300,12,0,325436
1300,12,1,325438
1300,12,2,325441
1300,12,3,325442
1300,12,4,325439
1300,12,5,325443
1300,12,6,325444
1300,12,7,325438
1300,12,8,325440
1300,12,9,325443
1300,12,10,325445
1300,12,11,325449
1300,12,0,313358
1300,12,1,313347
1300,12,2,313344
1300,12,3,313348
1300,12,4,313349
1300,12,5,313352
1300,12,6,313348
1300,12,7,313351
1300,12,8,313345
1300,12,9,313353
1300,12,10,313352
1300,12,11,313350
1300,12,0,365204
1300,12,1,365216
1300,12,2,365208
1300,12,3,365205
1300,12,4,365205
1300,12,5,365207
1300,12,6,365210
1300,12,7,365212
1300,12,8,365203
1300,12,9,365208
1300,12,10,365209
1300,12,11,365206
1300,12,0,444675
1300,12,1,444670
1300,12,2,444671
1300,12,3,444669
1300,12,4,444673
1300,12,5,444666
1300,12,6,444674
1300,12,7,444668
1300,12,8,444673
