Matrix_Size,N_Threads,Thread,Time
300,18,2,2185
300,18,3,2194
300,18,4,2190
300,18,5,2190
300,18,6,2205
300,18,7,2191
300,18,8,2186
300,18,9,2200
300,18,10,2192
300,18,11,2202
300,18,12,2198
300,18,13,2197
300,18,14,2200
300,18,15,2184
300,18,16,2198
300,18,17,2193
300,18,0,2209
300,18,1,2224
300,18,2,2216
300,18,3,2212
300,18,4,2209
300,18,5,2212
300,18,6,2213
300,18,7,2214
300,18,8,2215
300,18,9,2217
300,18,10,2222
300,18,11,2218
300,18,12,2207
300,18,13,2219
300,18,14,2218
300,18,15,2214
300,18,16,2211
300,18,17,2210
300,18,0,2236
300,18,1,2232
300,18,2,2244
300,18,3,2229
300,18,4,2236
300,18,5,2243
300,18,6,2230
300,18,7,2225
300,18,8,2240
300,18,9,2238
300,18,10,2241
300,18,11,2225
300,18,12,2231
300,18,13,2241
300,18,14,2233
300,18,15,2235
300,18,16,2240
300,18,17,2243
300,18,0,2197
300,18,1,2201
300,18,2,2196
300,18,3,2203
300,18,4,2208
300,18,5,2206
300,18,6,2207
300,18,7,2205
300,18,8,2195
300,18,9,2201
300,18,10,2200
300,18,11,2198
300,18,12,2212
300,18,13,2198
300,18,14,2202
300,18,15,2201
300,18,16,2203
300,18,17,2204
300,18,0,2237
300,18,1,2230
300,18,2,2236
300,18,3,2234
300,18,4,2233
300,18,5,2237
300,18,6,2240
300,18,7,2234
300,18,8,2231
300,18,9,2240
300,18,10,2241
300,18,11,2246
300,18,12,2231
300,18,13,2238
300,18,14,2240
300,18,15,2232
300,18,16,2230
300,18,17,2235
300,18,0,2185
300,18,1,2188
300,18,2,2183
300,18,3,2194
300,18,4,2185
300,18,5,2178
300,18,6,2181
300,18,7,2192
300,18,8,2179
300,18,9,2183
300,18,10,2182
300,18,11,2185
300,18,12,2177
300,18,13,2178
300,18,14,2180
300,18,15,2188
300,18,16,2182
300,18,17,2189
300,18,0,2240
300,18,1,2237
300,18,2,2255
300,18,3,2243
300,18,4,2244
300,18,5,2242
300,18,6,2241
300,18,7,2238
300,18,8,2253
300,18,9,2249
300,18,10,2252
300,18,11,2250
300,18,12,2251
300,18,13,2237
300,18,14,2250
300,18,15,2246
300,18,16,2241
300,18,17,2244
300,18,0,2225
300,18,1,2225
300,18,2,2227
300,18,3,2230
300,18,4,2230
300,18,5,2228
300,18,6,2229
300,18,7,2243
300,18,8,2222
300,18,9,2232
300,18,10,2233
300,18,11,2227
300,18,12,2232
300,18,13,2224
300,18,14,2240
300,18,15,2226
300,18,16,2228
300,18,17,2223
300,18,0,2253
300,18,1,2259
300,18,2,2256
300,18,3,2252
300,18,4,2257
300,18,5,2261
300,18,6,2260
300,18,7,2261
300,18,8,2251
300,18,9,2266
300,18,10,2253
300,18,11,2254
300,18,12,2255
300,18,13,2257
300,18,14,2263
300,18,15,2270
300,18,16,2253
300,18,17,2258
300,18,0,2212
300,18,1,2204
300,18,2,2203
300,18,3,2200
300,18,4,2200
300,18,5,2206
300,18,6,2197
300,18,7,2204
300,18,8,2196
300,18,9,2203
300,18,10,2199
300,18,11,2198
300,18,12,2201
300,18,13,2194
300,18,14,2201
300,18,15,2198
300,18,16,2206
300,18,17,2192
300,18,0,2218
300,18,1,2213
300,18,2,2215
300,18,3,2219
300,18,4,2210
300,18,5,2217
300,18,6,2211
300,18,7,2217
300,18,8,2207
300,18,9,2214
300,18,10,2220
300,18,11,2219
300,18,12,2213
300,18,13,2217
300,18,14,2221
300,18,15,2220
300,18,16,2206
300,18,17,2213
300,18,0,2231
300,18,1,2220
300,18,2,2215
300,18,3,2218
300,18,4,2216
300,18,5,2219
300,18,6,2223
300,18,7,2224
300,18,8,2224
300,18,9,2218
300,18,10,2212
300,18,11,2221
300,18,12,2225
300,18,13,2223
300,18,14,2229
300,18,15,2213
300,18,16,2221
300,18,17,2223
300,18,0,2233
300,18,1,2230
300,18,2,2219
300,18,3,2221
300,18,4,2218
300,18,5,2218
300,18,6,2219
300,18,7,2226
300,18,8,2227
300,18,9,2217
300,18,10,2223
300,18,11,2218
300,18,12,2219
300,18,13,2223
300,18,14,2224
300,18,15,2225
300,18,16,2226
300,18,17,2221
300,18,0,2211
300,18,1,2209
300,18,2,2213
300,18,3,2212
300,18,4,2222
300,18,5,2217
300,18,6,2211
300,18,7,2208
300,18,8,2207
300,18,9,2214
300,18,10,2215
300,18,11,2225
300,18,12,2207
300,18,13,2206
300,18,14,2203
300,18,15,2215
300,18,16,2210
300,18,17,2207
300,18,0,2238
300,18,1,2236
300,18,2,2244
300,18,3,2232
300,18,4,2238
300,18,5,2240
300,18,6,2240
300,18,7,2234
300,18,8,2244
300,18,9,2242
300,18,10,2249
300,18,11,2239
300,18,12,2233
300,18,13,2235
300,18,14,2237
300,18,15,2242
300,18,16,2244
300,18,17,2251
300,18,0,2227
300,18,1,2219
300,18,2,2228
300,18,3,2225
300,18,4,2218
300,18,5,2221
300,18,6,2225
300,18,7,2229
300,18,8,2221
300,18,9,2222
300,18,10,2229
300,18,11,2223
300,18,12,2217
300,18,13,2224
300,18,14,2219
300,18,15,2222
300,18,16,2236
300,18,17,2226
300,20,0,2026
300,20,1,2025
300,20,2,2031
300,20,3,2044
300,20,4,2030
300,20,5,2029
300,20,6,2027
300,20,7,2035
300,20,8,2038
300,20,9,2033
300,20,10,2036
300,20,11,2034
300,20,12,2041
300,20,13,2025
300,20,14,2029
300,20,15,2027
300,20,16,2032
300,20,17,2024
300,20,18,2037
300,20,19,2030
300,20,0,2024
300,20,1,2035
300,20,2,2039
300,20,3,2034
300,20,4,2037
300,20,5,2025
300,20,6,2033
300,20,7,2030
300,20,8,2026
300,20,9,2030
300,20,10,2027
300,20,11,2026
300,20,12,2023
300,20,13,2028
300,20,14,2027
300,20,15,2020
300,20,16,2029
300,20,17,2032
300,20,18,2031
300,20,19,2022
300,20,0,2083
300,20,1,2073
300,20,2,2079
300,20,3,2072
300,20,4,2079
300,20,5,2062
300,20,6,2082
300,20,7,2078
300,20,8,2084
300,20,9,2072
300,20,10,2070
300,20,11,2062
300,20,12,2066
300,20,13,2079
300,20,14,2075
300,20,15,2076
300,20,16,2063
300,20,17,2071
300,20,18,2079
300,20,19,2068
300,20,0,2055
300,20,1,2046
300,20,2,2050
300,20,3,2051
300,20,4,2048
300,20,5,2052
300,20,6,2050
300,20,7,2051
300,20,8,2051
300,20,9,2047
300,20,10,2052
300,20,11,2049
300,20,12,2053
300,20,13,2047
300,20,14,2047
300,20,15,2047
300,20,16,2047
300,20,17,2049
300,20,18,2052
300,20,19,2049
300,20,0,2075
300,20,1,2058
300,20,2,2067
300,20,3,2073
300,20,4,2059
300,20,5,2060
300,20,6,2062
300,20,7,2065
300,20,8,2056
300,20,9,2057
300,20,10,2066
300,20,11,2069
300,20,12,2064
300,20,13,2061
300,20,14,2063
300,20,15,2062
300,20,16,2057
300,20,17,2067
300,20,18,2060
300,20,19,2064
300,20,0,2041
300,20,1,2025
300,20,2,2040
300,20,3,2029
300,20,4,2027
300,20,5,2026
300,20,6,2034
300,20,7,2028
300,20,8,2015
300,20,9,2028
300,20,10,2031
300,20,11,2027
300,20,12,2034
300,20,13,2032
300,20,14,2014
300,20,15,2028
300,20,16,2039
300,20,17,2038
300,20,18,2039
300,20,19,2039
300,20,0,2040
300,20,1,2031
300,20,2,2023
300,20,3,2029
300,20,4,2031
300,20,5,2030
300,20,6,2021
300,20,7,2020
300,20,8,2019
300,20,9,2024
300,20,10,2026
300,20,11,2028
300,20,12,2035
300,20,13,2037
300,20,14,2024
300,20,15,2026
300,20,16,2027
300,20,17,2032
300,20,18,2025
300,20,19,2019
300,20,0,2029
300,20,1,2023
300,20,2,2032
300,20,3,2030
300,20,4,2026
300,20,5,2027
300,20,6,2033
300,20,7,2024
300,20,8,2022
300,20,9,2032
300,20,10,2028
300,20,11,2025
300,20,12,2025
300,20,13,2041
300,20,14,2033
300,20,15,2027
300,20,16,2039
300,20,17,2021
300,20,18,2035
300,20,19,2034
300,20,0,2019
300,20,1,1998
300,20,2,2008
300,20,3,2006
300,20,4,2003
300,20,5,1999
300,20,6,2001
300,20,7,2009
300,20,8,2005
300,20,9,2017
300,20,10,1996
300,20,11,2007
300,20,12,1997
300,20,13,2008
300,20,14,2000
300,20,15,2021
300,20,16,2006
300,20,17,2004
300,20,18,2003
300,20,19,2014
300,20,0,2046
300,20,1,2055
300,20,2,2043
300,20,3,2062
300,20,4,2051
300,20,5,2040
300,20,6,2049
300,20,7,2058
300,20,8,2043
300,20,9,2047
300,20,10,2050
300,20,11,2061
300,20,12,2054
300,20,13,2052
300,20,14,2043
300,20,15,2049
300,20,16,2045
300,20,17,2054
300,20,18,2047
300,20,19,2053
300,20,0,2055
300,20,1,2061
300,20,2,2054
300,20,3,2054
300,20,4,2057
300,20,5,2060
300,20,6,2056
300,20,7,2052
300,20,8,2064
300,20,9,2051
300,20,10,2059
300,20,11,2056
300,20,12,2062
300,20,13,2061
300,20,14,2050
300,20,15,2058
300,20,16,2052
300,20,17,2068
300,20,18,2057
300,20,19,2053
300,20,0,2021
300,20,1,2022
300,20,2,2012
300,20,3,2015
300,20,4,2027
300,20,5,2020
300,20,6,2017
300,20,7,2013
300,20,8,2031
300,20,9,2017
300,20,10,2024
300,20,11,2014
300,20,12,2018
300,20,13,2028
300,20,14,2013
300,20,15,2026
300,20,16,2014
300,20,17,2019
300,20,18,2016
300,20,19,2029
300,20,0,2034
300,20,1,2023
300,20,2,2020
300,20,3,2027
300,20,4,2024
300,20,5,2021
300,20,6,2029
300,20,7,2022
300,20,8,2025
300,20,9,2031
300,20,10,2032
300,20,11,2022
300,20,12,2017
300,20,13,2020
300,20,14,2026
300,20,15,2019
300,20,16,2016
300,20,17,2027
300,20,18,2016
300,20,19,2017
300,20,0,2062
300,20,1,2075
300,20,2,2059
300,20,3,2056
300,20,4,2063
300,20,5,2055
300,20,6,2072
300,20,7,2065
300,20,8,2058
300,20,9,2069
300,20,10,2068
300,20,11,2060
300,20,12,2057
300,20,13,2057
300,20,14,2064
300,20,15,2061
300,20,16,2069
300,20,17,2067
300,20,18,2062
300,20,19,2059
300,20,0,2031
300,20,1,2039
300,20,2,2044
300,20,3,2031
300,20,4,2036
300,20,5,2030
300,20,6,2046
300,20,7,2042
300,20,8,2038
300,20,9,2031
300,20,10,2040
300,20,11,2037
300,20,12,2035
300,20,13,2049
300,20,14,2034
300,20,15,2033
300,20,16,2043
300,20,17,2040
300,20,18,2032
300,20,19,2041
300,20,0,2019
300,20,1,2017
300,20,2,2020
300,20,3,2028
300,20,4,2011
300,20,5,2023
300,20,6,2022
300,20,7,2018
300,20,8,2019
300,20,9,2013
300,20,10,2009
300,20,11,2014
300,20,12,2014
300,20,13,2023
300,20,14,2012
300,20,15,2018
300,20,16,2025
300,20,17,2013
300,20,18,2016
300,20,19,2009
300,20,0,2024
300,20,1,2023
300,20,2,2025
300,20,3,2038
300,20,4,2023
300,20,5,2029
300,20,6,2027
300,20,7,2028
300,20,8,2030
300,20,9,2021
300,20,10,2022
300,20,11,2028
300,20,12,2036
300,20,13,2024
300,20,14,2019
300,20,15,2025
300,20,16,2029
300,20,17,2019
300,20,18,2020
300,20,19,2031
300,20,0,2036
300,20,1,2023
300,20,2,2028
300,20,3,2025
300,20,4,2026
300,20,5,2019
300,20,6,2018
300,20,7,2022
300,20,8,2015
300,20,9,2035
300,20,10,2016
300,20,11,2033
300,20,12,2022
300,20,13,2027
300,20,14,2035
300,20,15,2035
300,20,16,2030
300,20,17,2023
300,20,18,2029
300,20,19,2020
300,20,0,2023
300,20,1,2034
300,20,2,2036
300,20,3,2026
300,20,4,2023
300,20,5,2032
300,20,6,2040
300,20,7,2042
300,20,8,2028
300,20,9,2029
300,20,10,2025
300,20,11,2036
300,20,12,2032
300,20,13,2036
300,20,14,2033
300,20,15,2030
300,20,16,2031
300,20,17,2028
300,20,18,2034
300,20,19,2044
300,20,0,2048
300,20,1,2032
300,20,2,2038
300,20,3,2030
300,20,4,2030
300,20,5,2034
300,20,6,2040
300,20,7,2030
300,20,8,2037
300,20,9,2036
300,20,10,2035
300,20,11,2040
300,20,12,2026
300,20,13,2027
300,20,14,2035
300,20,15,2028
300,20,16,2038
300,20,17,2045
300,20,18,2025
300,20,19,2030
300,20,0,2079
300,20,1,2081
300,20,2,2074
300,20,3,2082
300,20,4,2082
300,20,5,2085
300,20,6,2087
300,20,7,2091
300,20,8,2074
300,20,9,2075
300,20,10,2079
300,20,11,2073
300,20,12,2072
300,20,13,2080
300,20,14,2078
300,20,15,2076
300,20,16,2088
300,20,17,2078
300,20,18,2077
300,20,19,2073
300,20,0,2013
300,20,1,2018
300,20,2,2008
300,20,3,2013
300,20,4,2018
300,20,5,2014
300,20,6,2009
300,20,7,2017
300,20,8,2011
300,20,9,2008
300,20,10,2005
300,20,11,2008
300,20,12,2028
300,20,13,2014
300,20,14,2015
300,20,15,2012
300,20,16,2021
300,20,17,2007
300,20,18,2010
300,20,19,2005
300,20,0,2053
300,20,1,2032
300,20,2,2049
300,20,3,2028
300,20,4,2035
300,20,5,2045
300,20,6,2031
300,20,7,2037
300,20,8,2036
300,20,9,2033
300,20,10,2041
300,20,11,2038
300,20,12,2043
300,20,13,2040
300,20,14,2047
300,20,15,2037
300,20,16,2033
300,20,17,2039
300,20,18,2041
300,20,19,2034
300,20,0,2020
300,20,1,2037
300,20,2,2030
300,20,3,2023
300,20,4,2027
300,20,5,2031
300,20,6,2024
300,20,7,2029
300,20,8,2024
300,20,9,2030
300,20,10,2033
300,20,11,2023
300,20,12,2019
300,20,13,2024
300,20,14,2028
300,20,15,2021
300,20,16,2022
300,20,17,2021
300,20,18,2025
300,20,19,2025
300,20,0,2008
300,20,1,2013
300,20,2,2007
300,20,3,2011
300,20,4,2008
300,20,5,2006
300,20,6,2019
300,20,7,2021
300,20,8,2003
300,20,9,2005
300,20,10,2009
300,20,11,2012
300,20,12,2015
300,20,13,2007
300,20,14,2011
300,20,15,2010
300,20,16,2014
300,20,17,2006
300,20,18,2013
300,20,19,2004
300,20,0,2034
300,20,1,2036
300,20,2,2030
300,20,3,2026
300,20,4,2033
300,20,5,2039
300,20,6,2037
300,20,7,2030
300,20,8,2037
300,20,9,2031
300,20,10,2030
300,20,11,2028
300,20,12,2033
300,20,13,2044
300,20,14,2034
300,20,15,2035
300,20,16,2031
300,20,17,2026
300,20,18,2047
300,20,19,2027
300,20,0,2047
300,20,1,2056
300,20,2,2052
300,20,3,2058
300,20,4,2053
300,20,5,2048
300,20,6,2046
300,20,7,2052
300,20,8,2059
300,20,9,2049
300,20,10,2057
300,20,11,2046
300,20,12,2056
300,20,13,2052
300,20,14,2066
300,20,15,2055
300,20,16,2056
300,20,17,2063
300,20,18,2050
300,20,19,2047
300,20,0,2038
300,20,1,2023
300,20,2,2027
300,20,3,2025
300,20,4,2030
300,20,5,2032
300,20,6,2024
300,20,7,2035
300,20,8,2028
300,20,9,2027
300,20,10,2024
300,20,11,2036
300,20,12,2029
300,20,13,2033
300,20,14,2033
300,20,15,2031
300,20,16,2037
300,20,17,2029
300,20,18,2032
300,20,19,2028
300,20,0,2036
300,20,1,2042
300,20,2,2052
300,20,3,2035
300,20,4,2043
300,20,5,2050
300,20,6,2051
300,20,7,2039
300,20,8,2045
300,20,9,2045
300,20,10,2053
300,20,11,2037
300,20,12,2042
300,20,13,2041
300,20,14,2035
300,20,15,2038
300,20,16,2048
300,20,17,2037
300,20,18,2054
300,20,19,2039
300,20,0,2013
300,20,1,2015
300,20,2,2016
300,20,3,2032
300,20,4,2022
300,20,5,2019
300,20,6,2024
300,20,7,2017
300,20,8,2025
300,20,9,2020
300,20,10,2027
300,20,11,2014
300,20,12,2020
300,20,13,2022
300,20,14,2026
300,20,15,2012
300,20,16,2032
300,20,17,2021
300,20,18,2018
300,20,19,2014
400,2,0,36623
400,2,1,36623
400,2,0,36619
400,2,1,36619
400,2,0,36601
400,2,1,36602
400,2,0,36397
400,2,1,36396
400,2,0,36455
400,2,1,36453
400,2,0,36551
400,2,1,36553
400,2,0,36330
400,2,1,36329
400,2,0,36498
400,2,1,36497
400,2,0,36451
400,2,1,36451
400,2,0,36448
400,2,1,36449
400,2,0,36332
400,2,1,36331
400,2,0,36356
400,2,1,36355
400,2,0,36314
400,2,1,36313
400,2,0,36573
400,2,1,36573
400,2,0,36668
400,2,1,36666
400,2,0,36474
400,2,1,36473
400,2,0,36412
400,2,1,36412
400,2,0,36450
400,2,1,36449
400,2,0,36433
400,2,1,36432
400,2,0,36411
400,2,1,36411
400,2,0,36487
400,2,1,36486
400,2,0,36476
400,2,1,36474
400,2,0,36452
400,2,1,36453
400,2,0,36410
400,2,1,36409
400,2,0,36503
400,2,1,36502
400,2,0,36487
400,2,1,36486
400,2,0,36357
400,2,1,36356
400,2,0,36413
400,2,1,36412
400,2,0,36306
400,2,1,36306
400,2,0,36389
400,2,1,36388
400,4,0,18448
400,4,1,18445
400,4,2,18446
400,4,3,18446
400,4,0,18452
400,4,1,18451
400,4,2,18454
400,4,3,18452
400,4,0,18427
400,4,1,18424
400,4,2,18425
400,4,3,18424
400,4,0,18452
400,4,1,18453
400,4,2,18452
400,4,3,18455
400,4,0,18426
400,4,1,18424
400,4,2,18423
400,4,3,18423
400,4,0,18457
400,4,1,18454
400,4,2,18454
400,4,3,18455
400,4,0,18438
400,4,1,18435
400,4,2,18436
400,4,3,18431
400,4,0,18433
400,4,1,18430
400,4,2,18430
400,4,3,18431
400,4,0,18432
400,4,1,18432
400,4,2,18431
400,4,3,18430
400,4,0,18434
400,4,1,18432
400,4,2,18431
400,4,3,18432
400,4,0,18448
400,4,1,18451
400,4,2,18450
400,4,3,18452
400,4,0,18446
400,4,1,18443
400,4,2,18444
400,4,3,18443
400,4,0,18442
400,4,1,18444
400,4,2,18442
400,4,3,18443
400,4,0,18429
400,4,1,18426
400,4,2,18426
400,4,3,18425
400,4,0,18429
400,4,1,18428
400,4,2,18427
400,4,3,18428
400,4,0,18445
400,4,1,18444
400,4,2,18445
400,4,3,18447
400,4,0,18453
400,4,1,18453
400,4,2,18452
400,4,3,18452
400,4,0,18457
400,4,1,18456
400,4,2,18454
400,4,3,18454
400,4,0,18454
400,4,1,18453
400,4,2,18454
400,4,3,18452
400,4,0,18427
400,4,1,18428
400,4,2,18429
400,4,3,18426
400,4,0,18420
400,4,1,18417
400,4,2,18416
400,4,3,18418
400,4,0,18446
400,4,1,18444
400,4,2,18445
400,4,3,18445
400,4,0,18423
400,4,1,18426
400,4,2,18423
400,4,3,18424
400,4,0,18459
400,4,1,18458
400,4,2,18458
400,4,3,18460
400,4,0,18430
400,4,1,18429
400,4,2,18428
400,4,3,18428
400,4,0,18451
400,4,1,18449
400,4,2,18450
400,4,3,18449
400,4,0,18446
400,4,1,18443
400,4,2,18444
400,4,3,18443
400,4,0,18451
400,4,1,18452
400,4,2,18450
400,4,3,18449
400,4,0,18424
400,4,1,18419
400,4,2,18423
400,4,3,18422
400,4,0,18438
400,4,1,18436
400,4,2,18433
400,4,3,18440
400,6,0,12449
400,6,1,12450
400,6,2,12452
400,6,3,12451
400,6,4,12451
400,6,5,12455
400,6,0,12467
400,6,1,12463
400,6,2,12464
400,6,3,12462
400,6,4,12465
400,6,5,12465
400,6,0,12473
400,6,1,12475
400,6,2,12474
400,6,3,12476
400,6,4,12474
400,6,5,12478
400,6,0,12478
400,6,1,12473
400,6,2,12473
400,6,3,12475
400,6,4,12472
400,6,5,12474
400,6,0,12528
400,6,1,12522
400,6,2,12524
400,6,3,12523
400,6,4,12523
400,6,5,12525
400,6,0,12453
400,6,1,12452
400,6,2,12452
400,6,3,12451
400,6,4,12453
400,6,5,12456
400,6,0,12501
400,6,1,12501
400,6,2,12500
400,6,3,12505
400,6,4,12502
400,6,5,12503
400,6,0,12484
400,6,1,12483
400,6,2,12483
400,6,3,12485
400,6,4,12487
400,6,5,12485
400,6,0,12482
400,6,1,12475
400,6,2,12479
400,6,3,12477
400,6,4,12479
400,6,5,12478
400,6,0,12469
400,6,1,12465
400,6,2,12465
400,6,3,12464
400,6,4,12466
400,6,5,12467
400,6,0,12459
400,6,1,12457
400,6,2,12458
400,6,3,12456
400,6,4,12457
400,6,5,12456
400,6,0,12520
400,6,1,12521
400,6,2,12520
400,6,3,12524
400,6,4,12522
400,6,5,12521
400,6,0,12490
400,6,1,12488
400,6,2,12489
400,6,3,12489
400,6,4,12485
400,6,5,12492
400,6,0,12472
400,6,1,12466
400,6,2,12467
400,6,3,12468
400,6,4,12469
400,6,5,12467
400,6,0,12465
400,6,1,12460
400,6,2,12462
400,6,3,12462
400,6,4,12461
400,6,5,12461
400,6,0,12454
400,6,1,12453
400,6,2,12451
400,6,3,12452
400,6,4,12450
400,6,5,12452
400,6,0,12461
400,6,1,12458
400,6,2,12456
400,6,3,12457
400,6,4,12458
400,6,5,12460
400,6,0,12459
400,6,1,12458
400,6,2,12459
400,6,3,12457
400,6,4,12458
400,6,5,12461
400,6,0,12473
400,6,1,12469
400,6,2,12470
400,6,3,12468
400,6,4,12468
400,6,5,12470
400,6,0,12479
400,6,1,12476
400,6,2,12474
400,6,3,12475
400,6,4,12475
400,6,5,12477
400,6,0,12494
400,6,1,12493
400,6,2,12492
400,6,3,12491
400,6,4,12492
400,6,5,12494
400,6,0,12470
400,6,1,12468
400,6,2,12467
400,6,3,12466
400,6,4,12467
400,6,5,12468
400,6,0,12468
400,6,1,12463
400,6,2,12466
400,6,3,12463
400,6,4,12464
400,6,5,12465
400,6,0,12456
400,6,1,12453
400,6,2,12451
400,6,3,12453
400,6,4,12451
400,6,5,12453
400,6,0,12465
400,6,1,12463
400,6,2,12463
400,6,3,12461
400,6,4,12462
400,6,5,12461
400,6,0,12463
400,6,1,12462
400,6,2,12463
400,6,3,12464
400,6,4,12461
400,6,5,12466
400,6,0,12462
400,6,1,12460
400,6,2,12459
400,6,3,12461
400,6,4,12462
400,6,5,12464
400,6,0,12456
400,6,1,12453
400,6,2,12451
400,6,3,12452
400,6,4,12452
400,6,5,12454
400,6,0,12465
400,6,1,12463
400,6,2,12465
400,6,3,12466
400,6,4,12468
400,6,5,12464
400,6,0,12455
400,6,1,12456
400,6,2,12455
400,6,3,12459
400,6,4,12457
400,6,5,12457
400,8,0,9431
400,8,1,9430
400,8,2,9430
400,8,3,9429
400,8,4,9427
400,8,5,9428
400,8,6,9430
400,8,7,9428
400,8,0,9433
400,8,1,9428
400,8,2,9427
400,8,3,9429
400,8,4,9427
400,8,5,9426
400,8,6,9433
400,8,7,9428
400,8,0,9423
400,8,1,9425
400,8,2,9424
400,8,3,9429
400,8,4,9423
400,8,5,9423
400,8,6,9426
400,8,7,9427
400,8,0,9407
400,8,1,9408
400,8,2,9414
400,8,3,9408
400,8,4,9410
400,8,5,9411
400,8,6,9410
400,8,7,9409
400,8,0,9571
400,8,1,9571
400,8,2,9572
400,8,3,9573
400,8,4,9574
400,8,5,9571
400,8,6,9571
400,8,7,9571
400,8,0,9415
400,8,1,9412
400,8,2,9410
400,8,3,9411
400,8,4,9407
400,8,5,9409
400,8,6,9410
400,8,7,9408
400,8,0,9402
400,8,1,9395
400,8,2,9396
400,8,3,9398
400,8,4,9397
400,8,5,9397
400,8,6,9396
400,8,7,9394
400,8,0,9407
400,8,1,9405
400,8,2,9405
400,8,3,9404
400,8,4,9404
400,8,5,9406
400,8,6,9407
400,8,7,9411
400,8,0,9430
400,8,1,9425
400,8,2,9426
400,8,3,9428
400,8,4,9427
400,8,5,9428
400,8,6,9429
400,8,7,9430
400,8,0,9411
400,8,1,9405
400,8,2,9406
400,8,3,9404
400,8,4,9403
400,8,5,9408
400,8,6,9406
400,8,7,9405
400,8,0,9415
400,8,1,9410
400,8,2,9411
400,8,3,9411
400,8,4,9408
400,8,5,9409
400,8,6,9408
400,8,7,9412
400,8,0,9409
400,8,1,9411
400,8,2,9409
400,8,3,9411
400,8,4,9408
400,8,5,9407
400,8,6,9409
400,8,7,9414
400,8,0,9408
400,8,1,9412
400,8,2,9406
400,8,3,9407
400,8,4,9407
400,8,5,9408
400,8,6,9405
400,8,7,9409
400,8,0,9396
400,8,1,9394
400,8,2,9395
400,8,3,9400
400,8,4,9395
400,8,5,9393
400,8,6,9394
400,8,7,9395
400,8,0,9422
400,8,1,9418
400,8,2,9415
400,8,3,9416
400,8,4,9419
400,8,5,9415
400,8,6,9416
400,8,7,9417
400,8,0,9419
400,8,1,9415
400,8,2,9414
400,8,3,9411
400,8,4,9412
400,8,5,9413
400,8,6,9415
400,8,7,9413
400,8,0,9468
400,8,1,9460
400,8,2,9461
400,8,3,9460
400,8,4,9462
400,8,5,9464
400,8,6,9461
400,8,7,9463
400,8,0,9410
400,8,1,9409
400,8,2,9408
400,8,3,9407
400,8,4,9405
400,8,5,9407
400,8,6,9407
400,8,7,9404
400,8,0,9409
400,8,1,9405
400,8,2,9406
400,8,3,9407
400,8,4,9406
400,8,5,9402
400,8,6,9401
400,8,7,9400
400,8,0,9433
400,8,1,9431
400,8,2,9430
400,8,3,9431
400,8,4,9429
400,8,5,9427
400,8,6,9428
400,8,7,9429
400,8,0,9409
400,8,1,9403
400,8,2,9404
400,8,3,9403
400,8,4,9405
400,8,5,9401
400,8,6,9405
400,8,7,9406
400,8,0,9410
400,8,1,9414
400,8,2,9411
400,8,3,9415
400,8,4,9413
400,8,5,9413
400,8,6,9412
400,8,7,9417
400,8,0,9415
400,8,1,9415
400,8,2,9415
400,8,3,9417
400,8,4,9412
400,8,5,9420
400,8,6,9415
400,8,7,9414
400,8,0,9424
400,8,1,9418
400,8,2,9421
400,8,3,9419
400,8,4,9417
400,8,5,9417
400,8,6,9419
400,8,7,9420
400,8,0,9411
400,8,1,9406
400,8,2,9405
400,8,3,9404
400,8,4,9407
400,8,5,9406
400,8,6,9404
400,8,7,9407
400,8,0,9404
400,8,1,9400
400,8,2,9401
400,8,3,9399
400,8,4,9398
400,8,5,9399
400,8,6,9401
400,8,7,9398
400,8,0,9408
400,8,1,9412
400,8,2,9413
400,8,3,9415
400,8,4,9410
400,8,5,9412
400,8,6,9411
400,8,7,9410
400,8,0,9544
400,8,1,9539
400,8,2,9541
400,8,3,9536
400,8,4,9540
400,8,5,9538
400,8,6,9539
400,8,7,9541
400,8,0,9417
400,8,1,9413
400,8,2,9414
400,8,3,9412
400,8,4,9411
400,8,5,9416
400,8,6,9415
400,8,7,9413
400,8,0,9397
400,8,1,9394
400,8,2,9389
400,8,3,9394
400,8,4,9388
400,8,5,9393
400,8,6,9392
400,8,7,9388
400,10,0,7649
400,10,1,7642
400,10,2,7645
400,10,3,7641
400,10,4,7642
400,10,5,7647
400,10,6,7645
400,10,7,7643
400,10,8,7644
400,10,9,7640
400,10,0,7694
400,10,1,7691
400,10,2,7686
400,10,3,7689
400,10,4,7684
400,10,5,7686
400,10,6,7686
400,10,7,7688
400,10,8,7688
400,10,9,7687
400,10,0,7663
400,10,1,7669
400,10,2,7663
400,10,3,7664
400,10,4,7667
400,10,5,7664
400,10,6,7666
400,10,7,7662
400,10,8,7666
400,10,9,7665
400,10,0,7645
400,10,1,7643
400,10,2,7646
400,10,3,7644
400,10,4,7642
400,10,5,7647
400,10,6,7643
400,10,7,7645
400,10,8,7652
400,10,9,7646
400,10,0,7705
400,10,1,7701
400,10,2,7695
400,10,3,7703
400,10,4,7698
400,10,5,7697
400,10,6,7696
400,10,7,7699
400,10,8,7700
400,10,9,7698
400,10,0,7703
400,10,1,7690
400,10,2,7694
400,10,3,7696
400,10,4,7695
400,10,5,7699
400,10,6,7695
400,10,7,7697
400,10,8,7696
400,10,9,7699
400,10,0,7667
400,10,1,7662
400,10,2,7660
400,10,3,7657
400,10,4,7661
400,10,5,7658
400,10,6,7659
